Project: DesignGalleryProject    Server: elite-tfsapp.elitecorp.com\DTSCollection    Query: Remaining 3.0    List type: Flat    ,,,,,,,,,,,,
ID,Backlog Priority,Release Version,Work Item Type,Title,Effort,State,Tags,Iteration Path,Area Path,Severity,Created Date,Closed Date
43782,13317178,3.0.0,Bug,~(3.0.0) AppendDocument: Blank page always A4 which causes issues with other formats.,2,Done,,\3.0.0\3.0 GA\Sprint 104,\Activities\AppendDocument,3 - Medium,14/03/2016 2:04 PM,07/04/2016 3:04 PM
41054,14477412,3.0.0,Bug,~(BETA - RC1) AssignVariables - Test Case require Red Notification to validate missing XPath name or other required fields,2,Done,,\3.0.0\3.0 GA\Sprint 104,\Activities\AssignVariables,2 - High,08/02/2016 4:51 PM,13/04/2016 10:26 AM
48238,19060259,3.0.0,Bug,Includes Generation: Incorrectly generating Includes based on solution hierarchy,3,Done,,\3.0.0\3.0 GA\Sprint 109,\Activities,1 - Critical,07/06/2016 7:44 AM,20/06/2016 11:27 AM
38248,19857564,3.0.0,Product Backlog Item,WORKFLOW ACTIVITIES: Distribution - PrintDocument Batch printing,30,Done,Capitalize,\3.0.0\3.0 GA\Sprint 109,\Activities\PrintDocument,,07/12/2015 1:40 PM,23/06/2016 11:46 AM
47483,29213189,3.0.0,Bug,Activities: AssignVariables/EvalueXPath - Unable to use root xpath functions,3,Done,,\3.0.0\3.0 GA\Sprint 110,\Activities\AssignVariables,3 - Medium,21/05/2016 5:08 PM,05/07/2016 9:50 AM
47246,25435991,2.6,Bug,API: (2.6.6.5 RC1) Versioning on EDGCore.dll still 2.6.6.4,0.5,Done,,\3.0.0\3.0 GA\Sprint 107,\Activities,3 - Medium,16/05/2016 2:15 PM,16/05/2016 2:48 PM
40835,25441034,3.0.0,Bug,ConvertToXML - Unable to connect to DataDirect - May 13th,3,Done,PM Feedback,\3.0.0\3.0 GA\Sprint 107,\Activities\ConvertToXml,2 - High,04/02/2016 9:35 AM,18/05/2016 1:20 PM
46562,25530694,3.0.0,Product Backlog Item,Vantage Build Preparation - May 17th,5,Done,READY,\3.0.0\3.0 GA\Sprint 107,\Activities,,04/05/2016 2:51 PM,19/05/2016 9:24 AM
40539,25584228,3.0.0,Bug,BreakDocument - having multiple BreakDocument on Workflow disables radio buttons on other when selected.,2,Done,Needs PM Approval,\3.0.0\3.0 GA\Sprint 106,\Activities\BreakDocument,2 - High,02/02/2016 11:40 AM,10/05/2016 1:19 PM
47013,25600175,3.0.0,Bug,Workflow failing with 300 files,3,Done,READY,\3.0.0\3.0 GA\Sprint 107,\Activities,1 - Critical,11/05/2016 5:14 PM,24/05/2016 2:36 PM
47105,26243735,3.0.0,Product Backlog Item,3E: Facilitate the resolution of performance issues.,5,Done,READY,\3.0.0\3.0 GA\Sprint 107,\Activities,,12/05/2016 8:42 AM,26/05/2016 9:03 AM
46847,27373379,3.0.0,Bug,AppendDocument: CreatedAppendDocument does not have all bookmarks only the first,2,Done,,\3.0.0\3.0 GA\Sprint 108,\Activities\AppendDocument,2 - High,09/05/2016 1:20 PM,03/06/2016 8:30 AM
38283,28400228,3.0.0,Product Backlog Item,~(3.0.0) WORKFLOW\ACTIVITIES: AppendDocument: Fault tolerance,8,Done,Analyzed; Capitalize,\3.0.0\3.0 GA\Sprint 103,\Activities\AppendDocument,,08/12/2015 10:58 AM,30/03/2016 1:50 PM
41038,28626014,3.0.0,Bug,AssignVariables - XPath type Variable Namespaces values not persisting,3,Done,,\3.0.0\3.0 GA\Sprint 109,\Activities\AssignVariables,2 - High,08/02/2016 1:33 PM,23/06/2016 8:46 AM
43701,28782594,3.0.0,Bug,ConvertWordDocument - Variables in convert type not getting set.,2,Done,,\3.0.0\3.0 GA\Sprint 109,\Activities\ConvertWordDocument,2 - High,10/03/2016 1:30 PM,23/06/2016 11:13 AM
40285,28939174,3.0.0,Bug,ConvertWordDocument - to XML no longer includes encoding in the XML Declaration node,5,Done,,\3.0.0\3.0 GA\Sprint 109,\Activities\ConvertWordDocument,3 - Medium,28/01/2016 9:38 AM,22/06/2016 1:37 PM
42563,29095754,3.0.0,Bug,ConvertWordDocument - Using txt as input type - getting unexpected characters in output if txt output selected ,2,Done,,\3.0.0\3.0 GA\Sprint 110,\Activities\ConvertWordDocument,3 - Medium,25/02/2016 11:15 AM,05/07/2016 9:50 AM
44378,38172823,3.0.0,Bug,VERIFY: BreakDocument - Faults if Src Document has encoding with BOM,0.5,Done,,\3.0.0\3.0 GA\Sprint 111,\Activities\BreakDocument,2 - High,23/03/2016 2:51 PM,11/07/2016 8:40 AM
37664,36846301,3.0.0,Product Backlog Item,(3.0.0) TESTING: Review Testcases: ConvertToXml,3,Done,,\3.0.0\3.0 GA\Sprint 110,\Activities\Testing,,24/11/2015 4:07 PM,06/07/2016 10:34 AM
37667,29565494,3.0.0,Product Backlog Item,*(3.0.0) TESTING: Review Testcases: Email,5,Done,,\3.0.0\3.0 GA\Sprint 108,\Activities\Testing,,24/11/2015 4:08 PM,09/06/2016 1:23 PM
38249,38251098,3.0.0,Product Backlog Item,WORKFLOW ACTIVITIES: Distribution - PrintDocument Batch mode printer Lock,3,Done,Analyzed; Capitalize; READY,\3.0.0\3.0 GA\Sprint 111,\Activities\PrintDocument,,07/12/2015 1:44 PM,12/07/2016 11:30 AM
47563,29988808,3.0.0,Product Backlog Item,ConvertToXML - Converter and template paths need to be evaluated as expressions,3,Done,,\3.0.0\3.0 GA\Sprint 110,\Activities\ConvertToXml,,24/05/2016 1:39 PM,05/07/2016 11:09 AM
46782,30209124,3.0.0,Bug,AssignVariables: Errors if double quoted SQL Statement used in Variable Editor,1,Done,,\3.0.0\3.0 GA\Sprint 108,\Activities\AssignVariables,4 - Low,09/05/2016 10:50 AM,27/05/2016 2:52 PM
38955,34335880,3.0.0,Product Backlog Item,(3.0.0)Automation:move from ededgd3em01.elitecorp.com to 10.206.151.215:5616,2,Done,Capitalize,\3.0.0\3.0 Beta\Sprint 99,\Activities,,04/01/2016 10:08 AM,03/02/2016 9:00 AM
45793,106596948,3.0.0,Product Backlog Item,WORKFLOW ACTIVITIES: AppendDocument- Workflow argument needs to use property bag,2,Committed,PRODUCT,\3.0.0\3.0 GA\Sprint 111,\Activities\AppendDocument,,22/04/2016 11:13 AM,
39456,36542824,3.0.0,Bug,*(3.0.0) ConvertWordDocument Activity:Output Format dropdown not populated when WF reopened,5,Done,Beta,\3.0.0\3.0 Beta\Sprint 99,\Activities,3 - Medium,14/01/2016 1:25 PM,21/01/2016 2:39 PM
41007,36544388,3.0.0,Bug,"*(3.0.0) (BETA - RC2) FileAcquisition can stop processing files and show status ""Executing""",3,Done,Potential BETA,\3.0.0\3.0 Beta\Sprint 100  (3.0.0 BETA As Deliverable),\Activities,2 - High,05/02/2016 7:34 PM,18/02/2016 9:13 AM
40459,36552138,3.0.0,Bug,* (3.0.0) (BETA - RC1) Older version of 3EAttachment plugin being deployed to Server,1,Done,Potential BETA,\3.0.0\3.0 Beta\Sprint 100  (3.0.0 BETA As Deliverable),\Activities,2 - High,01/02/2016 3:05 PM,04/02/2016 2:58 PM
39304,36564510,3.0.0,Product Backlog Item,(3.0.0) WORKFLOW ACTIVITIES: Enhance DGInitialize activity to handle faults,5,Done,Beta; Capitalize,\3.0.0\3.0 Beta\Sprint 99,\Activities,,12/01/2016 11:13 AM,26/01/2016 1:06 PM
41005,36567639,3.0.0,Bug,(3.0.0) (BETA - RC1) - Issue with Shared Components - shared child not found - error logged when DocMaster cannot find item,3,Done,Potential BETA,\3.0.0\3.0 Beta\Sprint 100  (3.0.0 BETA As Deliverable),\Activities,2 - High,05/02/2016 3:45 PM,08/02/2016 1:44 PM
38943,36607884,2.6,Product Backlog Item,EDG SUPPORT: EDG templates that have XSLT transformations create files with ANSI encoding when it should be UTF-8,5,Done,,\3.0.0\3.0 Beta\Sprint 98,\Activities,,31/12/2015 12:00 PM,15/01/2016 10:07 AM
40701,36614141,3.0.0,Bug,VERIFY: (3.0.0) (BETA - RC1) BreakDocument: Compile error on .brokendocuments,0.5,Done,Potential BETA,\3.0.0\3.0 Beta\Sprint 100  (3.0.0 BETA As Deliverable),\Activities,2 - High,03/02/2016 1:45 PM,08/02/2016 12:58 PM
37619,36667684,3.0.0,Bug,(3.0.0) Cannot Select EDG.API.Document as argument type,2,Done,Backend Team; EDG 3.0.0; PM-PriorityMed,\3.0.0\3.0 Beta\Sprint 96,\Activities,2 - High,24/11/2015 7:11 AM,22/12/2015 5:34 PM
37474,36740958,3.0.0,Bug,"(3.0.0) ConvertWordDocument Designer:Does not display all items, Output format set as VB expression",1,Done,Backend Team; EDG 3.0.0; PM-PriorityLow,\3.0.0\3.0 Beta\Sprint 95,\Activities,3 - Medium,18/11/2015 2:20 PM,10/12/2015 8:16 AM
40534,36769146,3.0.0,Bug,* (3.0.0) (BETA - RC1) BreakDocument/EvaluateXpath - Xpath Builder does not launch,0.5,Done,Potential BETA,\3.0.0\3.0 Beta\Sprint 100  (3.0.0 BETA As Deliverable),\Activities,2 - High,02/02/2016 11:14 AM,04/02/2016 2:17 PM
39012,36868125,3.0.0,Product Backlog Item,3 - (3.0.0) WORKFLOW ACTIVITIES: DG Initialize workflow,5,Done,Beta; Capitalize,\3.0.0\3.0 Beta\Sprint 99,\Activities,,05/01/2016 8:15 AM,26/01/2016 1:06 PM
40408,37017156,3.0.0,Bug,"* (3.0.0) (BETA - RC1) Unable to set ""Input XML Document"" field in AssignVariables",0.5,Done,Potential BETA,\3.0.0\3.0 Beta\Sprint 100  (3.0.0 BETA As Deliverable),\Activities,2 - High,29/01/2016 3:55 PM,05/02/2016 1:07 PM
38100,37041619,3.0.0,Product Backlog Item,1 - (3.0.0) WORKFLOW ACTIVITIES: Generate includes/references at runtime - Part 2,5,Done,Beta; Capitalize,\3.0.0\3.0 Beta\Sprint 99,\Activities,,02/12/2015 10:39 AM,26/01/2016 1:06 PM
41270,37042401,3.0.0,Product Backlog Item,*Upgrade to latest Workflow RC3,1,Done,Capitalize,\3.0.0\3.0 Beta\Sprint 100  (3.0.0 BETA As Deliverable),\Activities,,10/02/2016 10:25 AM,16/02/2016 1:33 PM
37455,37107326,3.0.0,Bug,(3.0.0) ConvertWordDocument Designer: OutputFormat Dropdown shows two TXT items,1,Done,Backend Team; EDG 3.0.0; PM-PriorityLow,\3.0.0\3.0 Beta\Sprint 95,\Activities,3 - Medium,18/11/2015 7:49 AM,01/12/2015 4:44 PM
40284,37141160,3.0.0,Bug,* (3.0.0) (BETA - RC1) File Acquisition Event Log - Obj Reference error,0.5,Done,Potential BETA,\3.0.0\3.0 Beta\Sprint 100  (3.0.0 BETA As Deliverable),\Activities,3 - Medium,28/01/2016 9:30 AM,04/02/2016 6:47 PM
36168,37180600,3.0.0,Bug,(3.0.0) ConvertWordDocument Activity: Setting Office Version not preventing Compatibility Mode when opening docx,3,Done,Backend Team; PM-PriorityMed,\3.0.0\3.0 Beta\Sprint 96,\Activities,3 - Medium,10/11/2015 11:12 AM,10/12/2015 2:35 PM
40289,37265165,3.0.0,Bug,* (3.0.0) (BETA - RC1) Matches error log doesn't specify the match it wasn't able to find,0.5,Done,Potential BETA,\3.0.0\3.0 Beta\Sprint 100  (3.0.0 BETA As Deliverable),\Activities,4 - Low,28/01/2016 9:48 AM,04/02/2016 11:55 AM
39360,37453668,3.0.0,Bug,(3.0.0) Email Activity: Attachment validation,1,Done,Beta,\3.0.0\3.0 Beta\Sprint 99,\Activities,4 - Low,13/01/2016 11:10 AM,25/01/2016 11:57 AM
39205,37486198,3.0.0,Bug,(3.0.0) ConvertWordDocument Activity Encoding Issue with some characters,3,Done,Beta,\3.0.0\3.0 Beta\Sprint 99,\Activities,2 - High,08/01/2016 10:05 AM,25/01/2016 10:58 AM
38272,37486496,3.0.0,Product Backlog Item,(3.0.0) WORKFLOW\ACTIVITIES: AppendDocument: Basic appending,5,Done,Analyzed; Capitalize,\3.0.0\3.0 Beta\Sprint 96,\Activities,,08/12/2015 9:29 AM,18/12/2015 8:42 AM
40410,37513174,3.0.0,Bug,* (3.0.0) (BETA - RC1) Unable to selected required variable datatype,0.5,Done,Potential BETA,\3.0.0\3.0 Beta\Sprint 100  (3.0.0 BETA As Deliverable),\Activities,3 - Medium,30/01/2016 1:40 PM,05/02/2016 1:09 PM
27916,37540414,3.0.0,Product Backlog Item,(3.0.0) SECURITY: Protex Scan,13,Done,Beta; Capitalize,\3.0.0\3.0 Beta\Sprint 99,\Activities,,03/06/2015 3:33 PM,26/01/2016 2:49 PM
38252,37584488,3.0.0,Product Backlog Item,(3.0.0) WORKFLOW\ACTIVITIES: PrintDocument- Basic printing,5,Done,Analyzed; Capitalize,\3.0.0\3.0 Beta\Sprint 96,\Activities,,07/12/2015 1:53 PM,18/12/2015 12:04 PM
40836,37597582,3.0.0,Product Backlog Item,(3.0.0) Regression RC2: Workflows and Activities,5,Done,Capitalize,\3.0.0\3.0 Beta\Sprint 100  (3.0.0 BETA As Deliverable),\Activities,,04/02/2016 9:49 AM,15/02/2016 9:03 AM
21085,37608986,3.0.0,Product Backlog Item,(3.0.0) WORKFLOW\ACTIVITIES: DESIGNER TEMPLATES: AppendDocument,5,Done,Analyzed; Capitalize,\3.0.0\3.0 Beta\Sprint 96,\Activities,,28/01/2015 2:24 PM,18/12/2015 8:42 AM
41214,37618684,3.0.0,Product Backlog Item,(3.0.0) Regression RC3,1,Done,Capitalize,\3.0.0\3.0 Beta\Sprint 100  (3.0.0 BETA As Deliverable),\Activities,,09/02/2016 3:13 PM,17/02/2016 10:28 AM
21098,37633484,3.0.0,Product Backlog Item,(3.0.0) WORKFLOW\ACTIVITIES: DESIGNER TEMPLATES: PrintDocument,8,Done,Analyzed; Capitalize,\3.0.0\3.0 Beta\Sprint 96,\Activities,,28/01/2015 2:28 PM,18/12/2015 12:04 PM
39103,37639786,3.0.0,Product Backlog Item,~(3.0.0) EDG Beta Release,3,Done,Capitalize; CARRIED OVER,\3.0.0\3.0 GA\Sprint 101,\Activities,,07/01/2016 10:10 AM,23/02/2016 2:20 PM
40991,37676907,3.0.0,Product Backlog Item,~REFACTOR: EDG.API,13,Done,,\3.0.0\3.0 GA\Sprint 102,\Activities\Dev,,05/02/2016 10:43 AM,07/03/2016 8:20 AM
39930,37682008,3.0.0,Bug,~(3.0.0) Preview Plugin: Include generation for Preview,5,Done,,\3.0.0\3.0 GA\Sprint 103,\Activities,2 - High,21/01/2016 6:23 PM,22/03/2016 11:42 AM
41036,37682015,3.0.0,Bug,~VERIFY: (3.0.0) (BETA - RC2) Preview errors if WF uses shared components,0.5,Done,,\3.0.0\3.0 GA\Sprint 103,\Activities,2 - High,08/02/2016 11:31 AM,22/03/2016 10:57 AM
38247,37682386,3.0.0,Product Backlog Item,~(3.0.0) WORKFLOW\ACTIVITIES: PrintDocument- Support printer options,8,Done,Analyzed; Capitalize,\3.0.0\3.0 GA\Sprint 102,\Activities,,07/12/2015 1:16 PM,18/03/2016 3:05 PM
43784,37683573,3.0.0,Product Backlog Item,(3.0.0) WORKFLOW\ACTIVITIES: AppendDocument: Batch Id needs to change datatype,3,Done,,\3.0.0\3.0 GA\Sprint 103,\Activities\AppendDocument,,14/03/2016 2:31 PM,30/03/2016 1:50 PM
42559,37685172,3.0.0,Product Backlog Item,(3.0.0) EDG Activities - Upgrade 3E environment with beta release,3,Done,,\3.0.0\3.0 GA\Sprint 102,\Activities,,25/02/2016 10:39 AM,14/03/2016 2:00 PM
40522,37685255,3.0.0,Bug,~(3.0.0)  ACTIVITIES: PDFs without special securities are secured.,2,Done,,\3.0.0\3.0 GA\Sprint 102,\Activities,2 - High,02/02/2016 9:31 AM,07/03/2016 12:17 PM
38278,37685420,3.0.0,Product Backlog Item,(3.0.0) WORKFLOW\ACTIVITIES: AppendDocument: Load balance appending,5,Done,Analyzed; Capitalize,\3.0.0\3.0 GA\Sprint 102,\Activities\AppendDocument,,08/12/2015 10:36 AM,14/03/2016 2:32 PM
39027,37685552,3.0.0,Product Backlog Item,TRAINING: Multi-threading,0,Done,,\3.0.0\3.0 GA\Sprint 102,\Activities\Dev,,05/01/2016 1:03 PM,16/03/2016 9:04 AM
41523,37691662,3.0.0,Bug,~(3.0.0) (BETA - RC2):Getting Workflow timeout errors in event log:Not getting all expected output files,5,Done,CARRIED OVER,\3.0.0\3.0 GA\Sprint 101,\Activities,2 - High,11/02/2016 7:54 AM,02/03/2016 1:53 PM
38280,37692541,3.0.0,Product Backlog Item,(3.0.0) WORKFLOW\ACTIVITIES: AppendDocument: Document list (batch),20,Done,Analyzed; Capitalize,\3.0.0\3.0 GA\Sprint 101,\Activities\AppendDocument,,08/12/2015 10:38 AM,02/03/2016 11:35 AM
38281,37703092,3.0.0,Product Backlog Item,(3.0.0) WORKFLOW\ACTIVITIES: AppendDocument: Explicit duplex options,3,Done,Analyzed; Capitalize,\3.0.0\3.0 GA\Sprint 101,\Activities\AppendDocument,,08/12/2015 10:42 AM,02/03/2016 11:35 AM
41588,37787500,3.0.0,Bug,(3.0.0) (BETA - RC2) GetFileFromFolder which is used for FileAcquisition currently does not do sorting of files causing files to be picked up Alphabetically,2,Done,,\3.0.0\3.0 GA\Sprint 101,\Activities,2 - High,12/02/2016 9:49 AM,01/03/2016 4:24 PM
34588,37853968,3.0.0,Product Backlog Item,(3.0.0) ACTIVITIES: Code performance and analysis (Part 1),8,Done,Capitalize,\3.0.0\3.0 Beta\Sprint 96,\Activities\Testing,,20/10/2015 2:37 PM,23/12/2015 8:48 AM
40531,37871908,3.0.0,Bug,(3.0.0) (BETA - RC1) BreakDocument - Trap Text does not work,2,Done,,\3.0.0\3.0 GA\Sprint 102,\Activities\BreakDocument,2 - High,02/02/2016 10:34 AM,17/03/2016 8:50 AM
40530,37903561,3.0.0,Bug,(3.0.0) (BETA - RC1) BreakDocument - Skip First does not apply,2,Done,,\3.0.0\3.0 GA\Sprint 102,\Activities\BreakDocument,2 - High,02/02/2016 10:28 AM,17/03/2016 8:50 AM
41003,37914112,3.0.0,Bug,* (3.0.0) (BETA - RC1) AssignVariables - Error thrown when trying to execute Workflow using AssignVariables,2,Done,Potential BETA,\3.0.0\3.0 Beta\Sprint 100  (3.0.0 BETA As Deliverable),\Activities,2 - High,05/02/2016 2:28 PM,09/02/2016 12:15 PM
41046,37935214,3.0.0,Bug,(3.0.0) (BETA - RC1) AssignVariables - SQL variable with Return Type ReturnTypeEnum.XML gives same result as ReturnTypeEnum.Single,2,Done,,\3.0.0\3.0 GA\Sprint 102,\Activities\AssignVariables,2 - High,08/02/2016 4:30 PM,17/03/2016 8:53 AM
41004,37935214,3.0.0,Bug,(3.0.0) (BETA - RC1) AssignVariables - XPath type Variable XPath value not persisting,3,Done,,\3.0.0\3.0 GA\Sprint 102,\Activities\AssignVariables,2 - High,05/02/2016 3:38 PM,17/03/2016 8:52 AM
40749,38188438,3.0.0,Bug,(3.0.0) (BETA - RC1)  ConvertWord: PDF mixed security produces null reference,2,Done,,\3.0.0\3.0 GA\Sprint 103,\Activities\ConvertWordDocument,2 - High,03/02/2016 4:39 PM,30/03/2016 2:03 PM
43552,38209540,3.0.0,Bug,(3.0.0) GA: Break Document: Issue if multiple activities on same WF - changes to one affects the other,1,Done,Backend Team; EDG 3.0.0,\3.0.0\3.0 GA\Sprint 103,\Activities\BreakDocument,2 - High,09/03/2016 7:19 AM,30/03/2016 1:39 PM
40995,38230642,3.0.0,Product Backlog Item,Workflow Activities - Add Result field on all activity designers,8,Done,,\3.0.0\3.0 GA\Sprint 103,\Activities,,05/02/2016 11:36 AM,30/03/2016 2:43 PM
31318,38230781,3.0.0,Product Backlog Item,(3.0.0) ACTIVITIES: Update toolbox information for AppendDocument,1,Done,Analyzed; Capitalize,\3.0.0\3.0 GA\Sprint 104,\Activities,,18/08/2015 12:30 PM,12/04/2016 5:47 AM
31322,38230920,3.0.0,Product Backlog Item,(3.0.0) ACTIVITIES: Update toolbox information for ConvertExcelDocument,0,Done,Capitalize,\3.0.0\3.0 GA\Sprint 104,\Activities,,18/08/2015 12:34 PM,12/04/2016 5:47 AM
31323,38231059,3.0.0,Product Backlog Item,(3.0.0) ACTIVITIES: Update toolbox information for ConvertPDFDocument,0,Done,Capitalize,\3.0.0\3.0 GA\Sprint 104,\Activities,,18/08/2015 12:34 PM,12/04/2016 5:47 AM
31324,38231198,3.0.0,Product Backlog Item,(3.0.0) ACTIVITIES: Update toolbox information for ConvertWordDocument,0,Done,Capitalize,\3.0.0\3.0 GA\Sprint 104,\Activities,,18/08/2015 12:34 PM,12/04/2016 5:47 AM
38400,38231337,3.0.0,Product Backlog Item,(3.0.0) ACTIVITIES: Update toolbox information for LoadDocument,0,Done,Capitalize,\3.0.0\3.0 GA\Sprint 104,\Activities,,10/12/2015 12:47 PM,12/04/2016 5:47 AM
38396,38231476,3.0.0,Product Backlog Item,(3.0.0) ACTIVITIES: Update toolbox information for ApplyStylesheet,0,Done,Analyzed; Capitalize,\3.0.0\3.0 GA\Sprint 104,\Activities,,10/12/2015 12:43 PM,12/04/2016 5:47 AM
38397,38231546,3.0.0,Product Backlog Item,(3.0.0) ACTIVITIES: Update toolbox information for AssignVariables,0,Done,Capitalize,\3.0.0\3.0 GA\Sprint 104,\Activities,,10/12/2015 12:44 PM,12/04/2016 5:47 AM
31319,38231615,3.0.0,Product Backlog Item,(3.0.0) ACTIVITIES: Update toolbox information for BreakDocument,0,Done,Capitalize,\3.0.0\3.0 GA\Sprint 104,\Activities,,18/08/2015 12:31 PM,12/04/2016 5:47 AM
31325,38231754,3.0.0,Product Backlog Item,(3.0.0) ACTIVITIES: Update toolbox information for ConvertToXML,0,Done,Capitalize,\3.0.0\3.0 GA\Sprint 104,\Activities,,18/08/2015 12:34 PM,12/04/2016 5:47 AM
31328,38231893,3.0.0,Product Backlog Item,(3.0.0) ACTIVITIES: Update toolbox information for EvaluateXPath,0,Done,Capitalize,\3.0.0\3.0 GA\Sprint 104,\Activities,,18/08/2015 12:34 PM,12/04/2016 5:47 AM
31330,38232032,3.0.0,Product Backlog Item,(3.0.0) ACTIVITIES: Update toolbox information for ExecuteSQL,0,Done,Capitalize,\3.0.0\3.0 GA\Sprint 104,\Activities,,18/08/2015 12:35 PM,12/04/2016 5:47 AM
31326,38232171,3.0.0,Product Backlog Item,(3.0.0) ACTIVITIES: Update toolbox information for DocumentCatalog,0,Done,Capitalize,\3.0.0\3.0 GA\Sprint 104,\Activities,,18/08/2015 12:34 PM,12/04/2016 5:47 AM
31329,38232310,3.0.0,Product Backlog Item,(3.0.0) ACTIVITIES: Update toolbox information for SaveToDisk,0,Done,Capitalize,\3.0.0\3.0 GA\Sprint 104,\Activities,,18/08/2015 12:35 PM,12/04/2016 5:47 AM
31327,38232380,3.0.0,Product Backlog Item,(3.0.0) ACTIVITIES: Update toolbox information for Email,0,Done,Capitalize,\3.0.0\3.0 GA\Sprint 104,\Activities,,18/08/2015 12:34 PM,12/04/2016 10:59 AM
38402,38232449,3.0.0,Product Backlog Item,(3.0.0) ACTIVITIES: Update toolbox information for Print,0,Done,Capitalize,\3.0.0\3.0 GA\Sprint 104,\Activities,,10/12/2015 12:48 PM,12/04/2016 11:08 AM
38398,38232727,3.0.0,Product Backlog Item,(3.0.0) ACTIVITIES: Update toolbox information for LogMessage,0,Done,Capitalize,\3.0.0\3.0 GA\Sprint 104,\Activities,,10/12/2015 12:46 PM,12/04/2016 5:47 AM
38399,38232866,3.0.0,Product Backlog Item,(3.0.0) ACTIVITIES: Update toolbox information for ExecuteWorkflow,0,Done,Capitalize,\3.0.0\3.0 GA\Sprint 104,\Activities,,10/12/2015 12:46 PM,12/04/2016 5:47 AM
31331,38233144,3.0.0,Product Backlog Item,(3.0.0) ACTIVITIES: Update toolbox information for ExecutePlugin,0,Done,Capitalize,\3.0.0\3.0 GA\Sprint 104,\Activities,,18/08/2015 12:35 PM,12/04/2016 5:47 AM
41693,38235918,3.0.0,Product Backlog Item,(3.0.0) (GA) DEV: FileAq enhancements,5,Done,,\3.0.0\3.0 GA\Sprint 104,\Activities\Dev,,16/02/2016 2:16 PM,13/04/2016 9:28 AM
37901,38237774,3.0.0,Bug,(3.0.0)Email Activity: Getting error in WF Designer if activity has attachment specified,2,Done,PM-PriorityHigh,\3.0.0\3.0 Beta\Sprint 98,\Activities,2 - High,30/11/2015 10:05 AM,08/01/2016 2:18 PM
44994,38250854,3.0.0,Product Backlog Item,BLOCKED - Activities: Enhance usability of the expression fields,8,Committed,READY,\3.0.0\3.0 GA\Sprint 111,\Activities,,08/04/2016 4:22 PM,
41000,38251037,3.0.0,Product Backlog Item,Common Logging - Update Manifest Information,3,Committed,,\3.0.0\3.0 GA\Sprint 111,\Activities,,05/02/2016 1:48 PM,
45781,38094792,3.0.0,Bug,(3.0.0) AssignVariables: XPath does not accept XPath 2.0 expression,2,Done,,\3.0.0\3.0 GA\Sprint 110,\Activities\AssignVariables,3 - Medium,22/04/2016 9:41 AM,07/07/2016 12:57 PM
37659,38251159,3.0.0,Product Backlog Item,(3.0.0) TESTING: Review Testcases: LoadDocument,1,Done,,\3.0.0\3.0 GA\Sprint 111,\Activities\Testing,,24/11/2015 4:05 PM,11/07/2016 10:16 AM
37672,38251190,3.0.0,Product Backlog Item,(3.0.0) TESTING: Review Testcases: SaveToDisk,1,Done,,\3.0.0\3.0 GA\Sprint 111,\Activities\Testing,,24/11/2015 4:10 PM,11/07/2016 10:16 AM
45062,38251220,3.0.0,Bug,(3.0.0)ConvertPDFDocument:Doc output type:All Office versions open in compatibility mode,3,Done,,\3.0.0\3.0 GA\Sprint 111,\Activities\ConvertPdfDocument,3 - Medium,12/04/2016 11:05 AM,12/07/2016 11:51 AM
44905,24001384,3.0.0,Product Backlog Item,Convert***Document- argument with sensitive information must support variables,5,Committed,,\3.0.0\3.0 GA\Sprint 111,\Activities\ConvertPdfDocument,,06/04/2016 10:22 AM,
44906,38255016,3.0.0,Product Backlog Item,DocumentCatalog - argument with sensitive information must support variables,3,Committed,,\3.0.0\3.0 GA\Sprint 111,\Activities\DocumentCatalog,,06/04/2016 10:23 AM,
44982,72562141,3.0.0,Product Backlog Item,ACTIVITIES: Specify and/or update help URLs on the activities,1,Approved,READY; Whalen,\3.0.0\3.0 GA,\Activities,,08/04/2016 9:32 AM,
37669,38260710,3.0.0,Product Backlog Item,* (3.0.0) TESTING: Review Testcases: ExecutePlugin,3,Done,,\3.0.0\3.0 GA\Sprint 107,\Activities\Testing,,24/11/2015 4:09 PM,26/05/2016 1:16 PM
37670,38262608,3.0.0,Product Backlog Item,(3.0.0) TESTING: Review Testcases: ExecuteSql,3,Approved,READY,\3.0.0\3.0 GA,\Activities\Testing,,24/11/2015 4:09 PM,
43491,38266404,3.0.0,Bug,VERIFY: AppendDocument - At time losing a broke files from src file that contains 222 [may be having issue with file in use issue],0.5,Done,EDG 3.0.0,\3.0.0\3.0 GA\Sprint 111,\Activities\AppendDocument,2 - High,08/03/2016 9:58 AM,11/07/2016 11:04 AM
34797,24003017,3.0.0,Product Backlog Item,FileAcquisition - Ensure source file acquisition accounts for fault tolerance and load balancing,5,Committed,Capitalize; EDG 3.0.0,\3.0.0\3.0 GA\Sprint 111,\Activities\FileAcquisition,,27/10/2015 5:45 PM,
40752,38357254,3.0.0,Bug,VERIFY: ConvertWordDocument - PDF Certificate gets overridden when Encryption specified,0.5,Done,,\3.0.0\3.0 GA\Sprint 108,\Activities\ConvertWordDocument,2 - High,03/02/2016 4:51 PM,26/05/2016 4:46 PM
45045,38458150,3.0.0,Bug,ConvertPDFDocument - PDF Output:ApplyPDFBookMarks has no effect,2,Approved,READY,\3.0.0\3.0 GA,\Activities\ConvertPdfDocument,3 - Medium,11/04/2016 4:16 PM,
